a b
1859 482.5545171339444
2072 0.6711409395971688
189 -66.44295302013464
1415 39.37282229965448
2274 215.25423728813945
1099 734.5323741007039
2123 69.54022988506021
2493 430.249110320272
1805 250.55350553504368
924 547.8405315614483
668 196.42857142857446
1596 168.09651474531336
1689 207.14285714286257
1179 562.5514403292118
877 158.06451612903692
233 40.186915887854006
569 13.20754716981272
734 240.13605442176575
2022 78.78787878788084
1743 277.48344370859803
2212 128.37370242215007
386 -81.61764705882312
771 -23.87543252595233
511 -12.751677852349735
1011 129.9270072992733
1302 42.40506329114268
100 -44.62540716612458
1526 262.0689655172275
1645 353.183520599248
1956 396.40287769782685
318 225.25951557093882
1350 239.56386292835364
2408 357.875457875446
1044 -78.02197802197783
322 -55.555555555556346
629 253.89610389609294
40 -76.51006711409383
2066 267.49116607773846
169 -73.58490566037749
2361 121.57434402332737
1873 171.4776632302452
1223 157.39644970414443
1459 -83.76623376623324
2269 -77.44360902255625
2160 602.4221453287116
1096 -82.08955223880554
2483 -39.929328621908944
1849 130.26315789474123
911 -81.2030075187966
1558 367.6806083650055
749 -8.771929824561964
1696 209.52380952380773
203 2.5641025641018778
548 726.241134751761
694 166.88102893890792
1158 79.10447761194462
854 179.06976744186525
1996 225.4237288135613
1790 624.3816254416854
2199 409.8814229248904
962 644.5255474452428
471 -30.693069306931523
421 -62.12121212121293
298 -7.99999999999992
1619 527.4509803921449
81 4.868913857678194
1313 -32.885906040269276
2410 -49.820788530466764
1355 736.2989323843286
1484 594.9152542372756
791 -66.96696696696756
1076 219.86531986531833
1935 152.39616613418843
343 -70.6840390879482
611 307.272727272725
134 -77.01149425287343
2106 158.899676375408
3 -84.32601880877688
1231 69.55017301038546
2335 432.89473684209185
1862 175.51020408163734
1458 94.80519480519727
2257 348.39857651244137
2467 -21.708185053381403
2159 -60.91205211726464
1141 -80.32786885245868
1672 178.8104089219355
1837 -34.42622950819741
950 240.83601286172933
1594 26.315789473684703
547 378.0876494023844
752 -65.11627906976817
690 162.13592233010183
1157 534.3042071197306
232 133.64485981308792
1759 344.8529411764557
874 -10.596026490067127
2041 2.8938906752419644
2197 23.50597609561961
422 360.2076124567433
502 -60.784313725491
1285 74.37722419929341
1481 53.28467153284927
258 518.4210526315662
975 43.646408839782296
2395 714.035087719283
90 -60.57347670250977
1602 74.050632911397
1349 526.582278481004
1030 543.0868167202453
1927 56.462585034016826
770 258.1081081081006
583 -41.17647058823608
379 143.5897435897485
133 -83.97435897435844
2340 761.8181818181657
0 14.186851211073472
1248 -18.64406779661054
2099 60.6557377049228
1881 31.901840490800105
1465 556.441717791402
1715 -91.05616438356219] average steps taken 528.0
2265 831.4516129032124
2147 -83.05084745762663
2446 499.99999999998994
1122 -32.88590604026927
197 576.4705882352814
1173 649.9999999999859
943 -39.87341772151981
1818 -61.66134185303593
1598 339.5280235988194
743 132.7044025157281
697 18.589743589742547
533 -72.97297297297314
1784 377.03180212012717
890 -66.5551839464888
2225 37.18411552346878
2002 -80.64516129032222
435 -34.4262295081973
1304 215.78947368421362
985 -74.35897435897436
285 131.83391003460622
486 -55.5555555555563
64 59.69581749049894
2394 452.631578947363
1373 233.3333333333381
1065 162.96296296296782
773 403.5714285714206
616 87.72563176895667
1483 30.434782608697745
1636 330.37974683543587
1944 -32.43243243243322
321 -41.979522184301125
184 -35.251798561151446
2 -78.26086956521719
2345 307.40740740739386
1244 -34.10852713178376
2110 -64.28571428571507
1883 471.42857142855786
1443 55.1724137931078
1719 -67.10526315789532
2275 156.84931506849765
2168 42.85714285714643
1545 427.6752767527578
2456 229.03225806451889
1116 36.518771331059106
1153 526.2626262626154
242 -66.91176470588296
941 428.368794326231
741 155.5555555555605
1795 -79.522184300341
699 -34.7826086956523
542 39.5348837209333
1787 3.9426523297500267
856 185.21126760563868
2401 83.74750830565264] average steps taken 921.0
2238 250.51546391752638
2043 -82.5783972125431
455 -12.547528517110907
443 329.93630573248333
996 199.66329966330153
1478 833.3333333333154
1052 118.63799283154603
1398 130.508474576276
1300 69.13946587537515
588 531.94444444443
108 225.80645161290764
256 -81.30841121495288
1963 175.00000000000503
1605 192.06349206349634
783 36.77811550152274
59 -60.00000000000081
364 240.42553191489887
157 -63.08724832214836
1916 624.0143369175508
2087 535.4515050167169
2315 -53.416149068323776
1234 27.38853503184646
1438 -43.18181818181896
1705 56.99658703072054
2247 230.0000000000011
2145 336.78160919538686
919 -25.490196078432167
1553 442.553191489349
2440 -39.16349809886002
1206 197.10144927536496
1135 53.57142857143287
1785 184.61538461538868
198 326.11683848796434
731 352.5547445255373
1827 -51.14006514658061
517 151.90839694657006
658 -58.730158730159225
866 17.857142857144538
2385 646.5753424657411
2232 -56.08108108108187
1529 19.71830985915677
2034 272.67080745340365
1083 699.2700729926877
473 22.388059701494363
986 391.69435215945526
419 74.1935483870993
75 10.701107011068816
593 -81.8181818181814
1360 324.14860681113487
1326 -44.785276073620416
313 -12.751677852349768
376 102.70270270270747
1955 224.15902140672736
1635 181.6901408450755
806 301.2738853503048
2317 477.86885245900055
1905 415.3583617747403
185 -76.2711864406779
41 -75.83081570996976
1272 -51.04895104895185
2049 48.40989399293222
1469 247.49034749034325
1692 54.8821548821592
1107 -91.29964157706158] average steps taken 595.0
2263 292.56198347107636
2166 0.746268656717115
940 49.42528735632153
2432 -2.0003443346183758e-13
1593 675.5102040816248
1160 349.0566037735706
1754 555.0632911392298
894 392.592592592588
567 118.04511278195923
212 -24.91467576791886
1793 628.5223367697458
724 129.55974842767316
649 299.26739926739003
2369 7.692307692308766
2203 443.47826086956036
500 -82.45614035087674
963 -74.26470588235303
91 -37.95620437956287
413 19.863013698629914
1087 -3.333333333334322
1337 -68.37944664031671
1533 98.14241486068084
620 164.90066225166004
276 -72.33201581027691
1403 -68.75000000000048
2025 131.4540059347231
2312 328.5714285714235
340 313.79310344827024
830 -46.04316546762662
1943 -17.460317460318162
1630 -60.99290780141926
1884 84.39716312057254
1452 -27.79783393501884
1236 160.13513513514013
48 -62.96296296296376
146 292.2155688622716
2091 -72.89972899729011
1686 -46.2686567164187
1133 411.1111111111053
2283 544.7876447876297
2128 -42.028985507247185
904 480.5243445692826
1542 458.0645161290253
1180 672.3880597014764
2462 -23.076923076923837
1737 694.4250871079984
733 167.55852842809875
867 249.3150684931464
240 -30.069930069930873
1829 271.23745819396885
695 -72.86821705426377
2427 721.6560509553989
540 -79.59183673469359
2184 529.2517006802594
436 537.7358490565919
488 -78.26086956521719
625 -76.37795275590543
71 -14.89361702127741
1515 588.4615384615256
1008 3.6789297658870677
1380 228.22085889570485
315 362.3287671232744
2020 -45.3924914675776
1034 -6.626506024096535
1287 266.77115987461025
370 119.59459459459941
2321 269.8630136986175
1653 -59.8393574297197
1974 737.545126353779
1226 520.300751879685
1867 868.7499999999818
1427 -5.08474576271157
769 455.92105263156344
51 -62.58503401360624
153 120.14925373134362
2050 690.2097902097754
1697 663.636363636348
1126 -77.94117647058806
2276 56.996587030718466
2133 -36.0269360269368
959 -12.280701754385966
1194 -65.39792387543324
1546 19.863013698632088
2441 43.750000000003304
712 124.13793103448714
220 -72.44094488188998
1755 761.2099644127986
1835 822.558922558907
648 341.5094339622493
551 -58.62068965517324
2402 -26.64092664092747
870 210.89743589743966
450 -58.506224066390864
2182 138.4105960264949
613 132.72727272727687
429 200.97087378641237
984 379.62382445139826
116 135.29411764705884
1492 660.4562737642494
2023 709.7014925372963
1391 272.82229965156705
319 -78.49462365591377
375 -69.07216494845407
1321 129.50819672131655
2357 -66.6666666666673
1047 -63.30275229357852
1639 356.1933534743075
786 433.0578512396552
1939 599.3670886075857
1261 20.754716981133917
1447 219.86531986532185
1856 327.6315789473572
140 -82.33215547703135
2068 46.24505928853881
39 -14.893617021276913
1699 -38.11074918566854
1139 571.4697406339926
2241 232.14285714285054
2165 28.930817610065468
918 -65.116279069768
1549 27.90697674418842
1169 209.1603053435167
760 213.72549019608297
2457 -70.77922077922109
2388 603.2520325203127
193 302.02702702701396
1766 534.9206349206281
660 85.43046357616353
520 108.19112627986848
1836 39.534883720931596
873 -80.7692307692304
482 -74.5454545454546
2176 586.2068965517121
385 -9.090909090909477
603 62.86644951140079
274 -60.85409252669119
122 38.888888888891714
1998 485.76051779934147
964 68.2242990654251
